plasmid_0;93+,308+,235-,186+,261+,51-,189+,83-,74+,136-,45+,287-,122-
plasmid_1;166-,230+,25-,192-,224+,157+,278+,210+,178+,101+,139+,207-,217+,193-,95+,142-,100+,147-,240+,76+
plasmid_2;36-,109-,36+,192-,223-,157+,277+,210+,177+,101+,138+,207-,216-,193-,94+,142-,99-,147-,241-,76+
plasmid_4;117-,89+,173+,64+,162-
plasmid_6;162+,65+,173-,88+,117+
plasmid_7;188-,273-,62+,273+
plasmid_8;109-,46+,273+,188+
plasmid_9;317+,171-,57+
plasmid_10;146-,131+,66+,131-
plasmid_11;92-,270-,67+,137+
plasmid_12;213+,186+,264-,60+,134-
plasmid_13;317+,171-,41+,204+,228+
plasmid_14;74-,83+,116-,59+,220+,280+,137-,135-,230-,166+
plasmid_15;188-,55+,166+
plasmid_16;78+,32+,116+
plasmid_17;122+,27+,63+,26+,225+,315-,244-
plasmid_18;47+,79+,292+,170+,200-,208+
plasmid_19;116-,73+,116+
plasmid_21;68+,146+
plasmid_23;171-,74+
plasmid_24;222-,204-,161-,128+,86+,176+,77+
